IDENTITY,,,,,,,FUNCTION,,,,,STRUCTURE / DESIGN,,,,,MATERIAL,,,ELECTRICAL,,,,,,,,INTALLATION,,,,,,,,COMPATIBILITY,,,,MESUREMENTS,,,,,,,,,,,,,,PPC_Term			,,,,,,
SKU_ID,IMG_LINK,IMG,Stock,"Product
Name","Finish
Name","Colour
Family","Socket
Type","Switch
Included","Switch
Type","Mount
Type","Shade
Support","Body
Pattern","Ring
Count","Shade
Rings Qty","Lock
Nut Qty","Cable
Grip
Included","Body
Material
(Primary)","Ring
Material","Insert
Material
(Secondary)","Voltage
Range","Max
Wattage","Terminal
Type",Dimmable,"IP
Rating",Frequency,Class,"Earth
Terminal","Parts
List","Wiring
Type","Install
Type","Req
Electrician","Tools
Required","Assembly
Req","Cap
Easy
DIY","Assembly
Complex","Shade
Hole
Size","Compatible
Shade
Type","Compatible
Shade
Size ","Indoor/
Outdoor","Height
mm","Width
mm","Depth
mm","Diameter
mm","Shade
Diameter
mm","Cable
Length
mm","Adjust
Arm","Weight
g","CE
Cert
ID","UKCA
Cert
ID","RoHS
Cert
ID","WEEE
Reg","Safety
Warnings",Postage Cost,Exact Match Keyword,Phrase Match Keyword,Broad Match Keyword,Negative Keywords,Max Bid,Min Bid,Suggested Search Terms
LHBLE27GB,http://dashboard.digitweblk.com/Productimages/BLHRE27GBS.jpg,,181,,Brass ,Green Brass,E27,NO,NO,Flange Mount,TRUE,Smooth with decorative grooves,0,0,1,Yes,Metal,-,Ceramic,110–240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Decorative Holder Cover
Cord Grip / Cable Strain Relief
M10 Hollow Threaded Nipple
Fixing Lock Nut
Socket Mount Bracket
E27 Ceramic Lamp Holder",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages",-,Indoor,84,40,40,40,,,,,,,,,,2.7,E27 Brass Flange Mount Lamp Holder,E27 lamp holder flange,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass lamp holder | E27 brass pendant lamp holder | E27 flange lamp holder | flange mount lamp holder
LHBLE27RO,http://dashboard.digitweblk.com/Productimages/BLHRE27RGD.jpg,,63,,Rose gold,Rose gold,E27,NO,NO,Flange Mount,TRUE,Smooth with decorative grooves,0,0,1,Yes,Metal,-,Ceramic,110–240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Decorative Holder Cover
Cord Grip / Cable Strain Relief
M10 Hollow Threaded Nipple
Fixing Lock Nut
Socket Mount Bracket
E27 Ceramic Lamp Holder",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages",-,Indoor,84,40,40,40,,,,,,,,,,2.7,E27 Rose Gold Flange Mount Lamp Holder,E27 lamp holder flange,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | rose gold lamp holder | E27 rose gold pendant lamp holder | E27 flange lamp holder | flange mount lamp holder
LHBLE27SN,http://dashboard.digitweblk.com/Productimages/BLHRE27SNL.jpg,,200,,Brass ,Satin Nickel,E27,NO,NO,Flange Mount,TRUE,Smooth with decorative grooves,0,0,1,Yes,Metal,-,Ceramic,110–240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Decorative Holder Cover
Cord Grip / Cable Strain Relief
M10 Hollow Threaded Nipple
Fixing Lock Nut
Socket Mount Bracket
E27 Ceramic Lamp Holder",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages",-,Indoor,84,40,40,40,,,,,,,,,,2.7,E27 Brass Flange Mount Lamp Holder,E27 lamp holder flange,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass lamp holder | E27 brass pendant lamp holder | E27 flange lamp holder | flange mount lamp holder
LHBLE27YB,https://dashboard.digitweblk.com/Productimages/5143.jpg,,162,,Brass / Gold,Yellow Brass,E27,NO,NO,Flange Mount,TRUE,Smooth with decorative grooves,0,0,1,Yes,Metal,-,Ceramic,110–240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Decorative Holder Cover
Cord Grip / Cable Strain Relief
M10 Hollow Threaded Nipple
Fixing Lock Nut
Socket Mount Bracket
E27 Ceramic Lamp Holder",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages",-,Indoor,84,40,40,40,,,,,,,,,,2.7,E27 Brass / Copper Flange Mount Lamp Holder,E27 lamp holder flange,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder | E27 flange lamp holder | flange mount lamp holder
LHBPE27BM,https://dashboard.digitweblk.com/Productimages/640.jpg,,351,,Matte Black,Black,E27,NO,NO,Surface Mount,TRUE,Smooth dome top,0,1,0,No,Plastic,-,Plastic,110-250V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Top Cap
Terminal Base
Holder Body
E27 Socket Contact (internal)",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages",,Indoor,54,38,38,38,,,,,,,,,,2.7,E27 Matte Black Surface Mount Lamp Holder,E27 lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHBRE14BM,https://dashboard.digitweblk.com/Productimages/641.jpg,,632,,Matte Black,Black,E14,NO,NO,"Pendant / 
Shade Mount",TRUE,Straight cylindrical,1,1,0,Yes,Thermoplastic,plastic,"Plastic + 
aluminum",110-240 V,40W,"Push-fit / 
screw terminal","Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Top Cap,
Wiring Terminal,
Cord Grip,
Lamp Holder Body
Shade Ring 
E14 Screw Socket",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,"Fabric / glass / 
metal shades/Hemp shade 
Cages",-,Indoor,52,42,42,42,,,,,,,,,,2.7,E14 Matte Black Pendant Lamp Holder,E14 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E14 lamp holder | E14 small lamp holder | E14 pendant lamp holder
LHBRE27BM,https://dashboard.digitweblk.com/Productimages/652.jpg,,197,,Matte Black,Black,E27,NO,NO,Shade Mount,TRUE,Smooth dome top,0,1,0,No,Plastic,-,Plastic,110-250V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Holder Body
Terminal Base
Top Cap
Shade Ring",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,90,95,95,95,,,,,,,,,,2.7,E27 Matte Black Shade Mount Lamp Holder,E27 lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHC1E27WH,http://dashboard.digitweblk.com/Productimages/7502.jpg,,294,,White,White,E27,NO,NO,Surface Mount,FALSE,Cylindrical ribbed body,0,0,0,No,Ceramic,-,Ceramic,110–240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Ceramic body,
Electrical terminal insert
Metal mounting bracket",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,56,48,48,48,,,,,,,,,,2.7,E27 White Surface Mount Lamp Holder,E27 lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHC1E27WH-IDE,http://dashboard.digitweblk.com/Productimages/10597.jpg,,10,,White,White,E27,NO,NO,Surface Mount,FALSE,Cylindrical ribbed body,0,0,0,No,Ceramic,-,Ceramic,110–240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Ceramic body,
Electrical terminal insert
Metal mounting bracket",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,56,48,48,48,,,,,,,,,,2.7,E27 White Surface Mount Lamp Holder,E27 lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHC1E27WH3PK,https://dashboard.digitweblk.com/Productimages/16552.jpg,,10,,White,White,E27,NO,NO,Surface Mount,FALSE,Cylindrical ribbed body,0,0,0,No,Ceramic,-,Ceramic,110–240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Ceramic body,
Electrical terminal insert
Metal mounting bracket",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,56,48,48,48,,,,,,,,,,2.7,E27 White Surface Mount Lamp Holder,E27 lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHC1E27WH3PK-IDE,http://dashboard.digitweblk.com/Productimages/10598.jpg,,10,,White,White,E27,NO,NO,Surface Mount,FALSE,Cylindrical ribbed body,0,0,0,No,Ceramic,-,Ceramic,110–240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Ceramic body,
Electrical terminal insert
Metal mounting bracket",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,56,48,48,48,,,,,,,,,,2.7,E27 White Surface Mount Lamp Holder,E27 lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHC1E27WH5PK,https://dashboard.digitweblk.com/Productimages/16553.jpg,,10,,White,White,E27,NO,NO,Surface Mount,FALSE,Cylindrical ribbed body,0,0,0,No,Ceramic,-,Ceramic,110–240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Ceramic body,
Electrical terminal insert
Metal mounting bracket",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,56,48,48,48,,,,,,,,,,2.7,E27 White Surface Mount Lamp Holder,E27 lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHC1E27WH5PK-IDE,http://dashboard.digitweblk.com/Productimages/10599.jpg,,10,,White,White,E27,NO,NO,Surface Mount,FALSE,Cylindrical ribbed body,0,0,0,No,Ceramic,-,Ceramic,110–240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Ceramic body,
Electrical terminal insert
Metal mounting bracket",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,56,48,48,48,,,,,,,,,,2.7,E27 White Surface Mount Lamp Holder,E27 lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHC1E27WHAPK,https://dashboard.digitweblk.com/Productimages/16555.jpg,,10,,White,White,E27,NO,NO,Surface Mount,FALSE,Cylindrical ribbed body,0,0,0,No,Ceramic,-,Ceramic,110–240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Ceramic body,
Electrical terminal insert
Metal mounting bracket",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,56,48,48,48,,,,,,,,,,2.7,E27 White Surface Mount Lamp Holder,E27 lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHC1E27WHAPK-IDE,http://dashboard.digitweblk.com/Productimages/10600.jpg,,10,,White,White,E27,NO,NO,Surface Mount,FALSE,Cylindrical ribbed body,0,0,0,No,Ceramic,-,Ceramic,110–240V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Ceramic body,
Electrical terminal insert
Metal mounting bracket",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,56,48,48,48,,,,,,,,,,2.7,E27 White Surface Mount Lamp Holder,E27 lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHC2E27WH,http://dashboard.digitweblk.com/Productimages/HRCM.jpg,,333,,White,White,E27,NO,NO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,E27 White Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHC3E27WH,http://dashboard.digitweblk.com/Productimages/HRCMRPT.jpg,,330,,White,White,E27,NO,NO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,E27 White Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHC4E27WH,http://dashboard.digitweblk.com/Productimages/HRCMUPT.jpg,,-37,,White,White,E27,NO,NO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,E27 White Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHC5E27WH,http://dashboard.digitweblk.com/Productimages/HRCMDPT.jpg,,327,,White,White,E27,NO,NO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,E27 White Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHC6E27WH,http://dashboard.digitweblk.com/Productimages/7574.jpg,,2317,,White,White,E27,NO,NO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,E27 White Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHC6E27WH5PK,https://dashboard.digitweblk.com/Productimages/16573.jpg,,10,,White,White,E27,NO,NO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,E27 White Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHC6E27WHAPK,https://dashboard.digitweblk.com/Productimages/16575.jpg,,10,,White,White,E27,NO,NO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,E27 White Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHCBE27BY,http://dashboard.digitweblk.com/Productimages/CNBHRBK.jpg,,33,,Shiny Black,Black,E27,NO,NO,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,E27 Shiny Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHCCE27BL,https://dashboard.digitweblk.com/Productimages/2236.jpg,,135,,Gloss Blue,Blue,E27,NO,NO,Pendant ,TRUE,Smooth dome body,0,0,0,Yes,Porcelain / Ceramic,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Cord grip cap,Ceramic 
body shell,Ceramic ",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,60,45,45,45,,,,,,,,,,2.7,E27 Gloss Blue Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.15,E27 lamp holder
LHCCE27BM,http://dashboard.digitweblk.com/Productimages/CHRBKE27.jpg,,221,,Matte Black,Black,E27,NO,NO,Pendant ,TRUE,Smooth dome body,0,0,0,Yes,Porcelain / Ceramic,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Cord grip cap,Ceramic 
body shell,Ceramic ",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,60,45,45,45,,,,,,,,,,2.7,E27 Matte Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHCCE27GR,http://dashboard.digitweblk.com/Productimages/CHRGNE27.jpg,,170,,Gloss Green,Green,E27,NO,NO,Pendant ,TRUE,Smooth dome body,0,0,0,Yes,Porcelain / Ceramic,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Cord grip cap,Ceramic 
body shell,Ceramic ",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,60,45,45,45,,,,,,,,,,2.7,E27 Gloss Green Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.15,E27 lamp holder
LHCCE27RE,http://dashboard.digitweblk.com/Productimages/CHRRDE27.jpg,,101,,Gloss Red,Red,E27,NO,NO,Pendant ,TRUE,Smooth dome body,0,0,0,Yes,Porcelain / Ceramic,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Cord grip cap,Ceramic 
body shell,Ceramic ",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,60,45,45,45,,,,,,,,,,2.7,E27 Gloss Red Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.15,E27 lamp holder
LHCCE27WH,http://dashboard.digitweblk.com/Productimages/CHRWEE27.jpg,,37,,White,White,E27,NO,NO,Pendant ,TRUE,Smooth dome body,0,0,0,Yes,Porcelain / Ceramic,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Cord grip cap,Ceramic 
body shell,Ceramic ",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,60,45,45,45,,,,,,,,,,2.7,E27 White Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHCCE27YE,http://dashboard.digitweblk.com/Productimages/LHCCE27YE.jpg,,266,,Gloss Yellow,Yellow,E27,NO,NO,Pendant ,TRUE,Smooth dome body,0,0,0,Yes,Porcelain / Ceramic,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,1,No,"Cord grip cap,Ceramic 
body shell,Ceramic ",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,40mm,"Fabric / glass / 
metal shades/Hemp shade 
Cages","Any lamp shade with
40mmm top opening
can be fited",Indoor,60,45,45,45,,,,,,,,,,2.7,E27 Gloss Yellow Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.15,E27 lamp holder
LHCE27- Lamp Holder,http://dashboard.digitweblk.com/Productimages/7710.jpg,,,,,,E27,NO,NO,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,E27 Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHCHE27BY,http://dashboard.digitweblk.com/Productimages/CYNHRBK.jpg,,19,,Shiny Black,Shiny Black,E27,NO,NO,Pendant ,FALSE,Ribbed decorative body,0,0,0,Yes,Metal,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Top cable cap,Side lock screw,Ceramic socket insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,80,43,43,43,,,,,,,,,,2.7,E27 Shiny Black Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder
LHCHE27CH,http://dashboard.digitweblk.com/Productimages/CYNHRCE.jpg,,15,,Polished Chrome,Silver,E27,NO,NO,Pendant ,FALSE,Ribbed decorative body,0,0,0,Yes,Metal,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Top cable cap,Side lock screw,Ceramic socket insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,80,43,43,43,,,,,,,,,,2.7,E27 Polished Chrome Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | polished chrome lamp holder | E27 polished chrome pendant lamp holder
LHCHE27CO,http://dashboard.digitweblk.com/Productimages/CYNHRCR.jpg,,51,,Brass / Gold,Copper,E27,NO,NO,Pendant ,FALSE,Ribbed decorative body,0,0,0,Yes,Metal,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Top cable cap,Side lock screw,Ceramic socket insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,80,43,43,43,,,,,,,,,,2.7,E27 Brass / Copper Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass / copper lamp holder | E27 brass / copper pendant lamp holder
LHCHE27RO,http://dashboard.digitweblk.com/Productimages/CYNHRRGD.jpg,,50,,Rose gold,Rose gold,E27,NO,NO,Pendant ,FALSE,Ribbed decorative body,0,0,0,Yes,Metal,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Top cable cap,Side lock screw,Ceramic socket insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,80,43,43,43,,,,,,,,,,2.7,E27 Rose Gold Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | rose gold lamp holder | E27 rose gold pendant lamp holder
LHCHE27SN,http://dashboard.digitweblk.com/Productimages/CYNHRSNL.jpg,,20,,Brass ,Satin Nickel,E27,NO,NO,Pendant ,FALSE,Ribbed decorative body,0,0,0,Yes,Metal,-,Ceramic,110-240 V,60W,Screw terminal,"Depends on 
bulb & Switch ",IP20,50Hz,2,No,"Top cable cap,Side lock screw,Ceramic socket insert",Hardwired,Fixture Wiring,No,"Screwdriver, 
Wire Stripper",Low,Yes,No,-,-,-,Indoor,80,43,43,43,,,,,,,,,,2.7,E27 Brass Pendant Lamp Holder,E27 pendant lamp holder,lamp holder,"ceiling rose, lampshade, light shade, bulb, led strip, downlight, spotlight, pendant cable, flex cable, lamp shade ring",£0.21,£0.12,E27 lamp holder | brass lamp holder | E27 brass pendant lamp holder
